policyholder_age,occupation,region,schufa_score,customer_since_years,vehicle_value,vehicle_type,coverage_type,number_of_prior_claims,claim_amount,police_report,witnesses_present,reporting_delay_days,fraud
56,Unemployed,PLZ_10,430,13,36128.72098869776,Compact,Partial coverage,2,4043.020833391168,1,0,28,0
43,Student,PLZ_07,714,17,13233.979455012382,Mid-range,Liability,2,11435.490955991865,0,1,10,0
32,Employed,PLZ_02,547,6,27540.607506906323,Mid-range,Partial coverage,3,21467.196229210957,0,0,27,0
36,Unemployed,PLZ_07,637,27,73101.37955163447,Luxury,Liability,0,6232.333397410243,1,1,14,0
52,Student,PLZ_05,525,3,78421.75187486502,Sports car,Comprehensive,3,6256.347166935052,0,1,44,1
54,Employed,PLZ_10,674,19,23518.896890149368,Luxury,Partial coverage,0,31056.816860656105,1,1,0,0
47,Unemployed,PLZ_06,718,10,65531.61086932107,Compact,Liability,0,5238.456993717662,0,1,3,0
47,Unemployed,PLZ_10,597,19,13818.862438179696,Mid-range,Partial coverage,3,3004.5737607652673,0,1,49,0
75,Employed,PLZ_01,650,24,11877.504528880385,SUV,Liability,3,293.157459653304,1,1,13,0
30,Employed,PLZ_01,604,0,11835.949949194232,Sports car,Liability,3,12351.524541476523,1,0,44,0
20,Unemployed,PLZ_08,573,18,75453.21291817894,Luxury,Liability,1,2712.8776507388006,0,1,32,0
54,Student,PLZ_10,746,15,56306.317620654176,Compact,Liability,2,4144.849694949888,0,0,28,0
53,Unemployed,PLZ_07,533,23,46711.19514086627,Sports car,Comprehensive,2,7841.55924025376,1,0,19,0
42,Employed,PLZ_01,462,19,16017.040962933375,Compact,Partial coverage,2,8310.171839993413,1,0,18,0
62,Unemployed,PLZ_10,446,10,42860.582948507545,SUV,Partial coverage,1,13559.9957290504,0,1,0,0
58,Self-employed,PLZ_02,340,10,79534.43717250855,Sports car,Liability,0,14378.122352821045,0,0,39,0
18,Self-employed,PLZ_01,566,19,66241.51543308975,Compact,Comprehensive,0,12083.705620302619,1,0,34,0
44,Student,PLZ_02,703,10,78943.88667362924,Luxury,Liability,1,2576.3153574764824,0,1,0,0
79,Self-employed,PLZ_07,656,12,1960.1706050363553,Sports car,Liability,1,7085.63350251424,0,0,40,1
69,Employed,PLZ_10,624,30,44909.298422603635,SUV,Liability,0,18124.19002351791,1,0,7,0
66,Student,PLZ_10,746,12,24018.43564684842,Luxury,Liability,0,1989.652681871849,0,1,24,1
72,Employed,PLZ_07,663,8,27172.228347922617,Mid-range,Partial coverage,3,4979.3236542997965,1,0,12,0
57,Self-employed,PLZ_09,697,11,5501.90521112935,Mid-range,Partial coverage,0,2903.960398938119,1,0,21,0
69,Unemployed,PLZ_09,757,24,54174.79650759161,Sports car,Liability,1,20256.3931332333,1,1,9,0
58,Unemployed,PLZ_09,499,4,68462.18603603353,Compact,Comprehensive,3,11248.784849224308,0,1,33,1
59,Employed,PLZ_07,850,14,20350.988767982264,Mid-range,Partial coverage,0,4771.455459074044,0,0,27,1
43,Employed,PLZ_08,710,23,42290.50106170542,Mid-range,Liability,1,10324.328303557479,1,0,12,0
49,Student,PLZ_07,505,11,5117.368359105915,Luxury,Partial coverage,1,5254.435067484827,0,1,36,1
39,Employed,PLZ_06,474,8,23168.46883755753,Mid-range,Comprehensive,4,2164.8799518812166,1,1,28,0
46,Self-employed,PLZ_10,551,13,18570.309697894572,Compact,Partial coverage,0,18850.581228035408,1,0,28,0
32,Self-employed,PLZ_04,622,14,78083.50751495901,Luxury,Comprehensive,1,2918.119964031073,0,0,25,0
44,Student,PLZ_03,777,22,40564.44220968451,SUV,Liability,0,10946.197223201933,1,1,43,0
40,Self-employed,PLZ_05,419,22,18096.099249401228,Mid-range,Liability,1,7769.288177490973,0,0,12,0
38,Student,PLZ_05,663,20,11447.957009347438,Compact,Partial coverage,1,13289.406106537857,0,0,17,1
47,Employed,PLZ_04,503,30,62317.64214272687,Compact,Liability,1,17349.23693367474,1,1,25,0
48,Self-employed,PLZ_03,654,18,4576.110963983214,Sports car,Partial coverage,2,5001.947273075267,1,1,8,0
60,Student,PLZ_04,644,13,11861.525322755235,SUV,Liability,1,34989.39846065896,1,0,20,1
66,Unemployed,PLZ_02,818,30,5045.593114017006,SUV,Partial coverage,1,41111.1987365274,0,0,24,1
41,Self-employed,PLZ_07,424,12,29981.068023215365,Compact,Liability,2,25683.985985459487,0,1,9,1
68,Employed,PLZ_08,716,6,75543.02512426183,SUV,Partial coverage,3,2265.241125975476,0,0,21,0
68,Self-employed,PLZ_10,483,30,19594.347059362975,Sports car,Comprehensive,0,7927.534612717569,1,1,37,0
59,Student,PLZ_01,496,11,30626.137613075913,Sports car,Comprehensive,2,4955.005994959081,0,1,1,0
46,Self-employed,PLZ_01,367,5,58982.923110598545,SUV,Partial coverage,1,8004.320908734765,1,0,30,0
52,Unemployed,PLZ_05,595,9,17105.979879538347,Sports car,Comprehensive,1,2317.976217761593,1,0,27,0
57,Student,PLZ_07,358,7,23641.416423807394,SUV,Comprehensive,4,10555.104624716609,0,0,45,1
62,Student,PLZ_05,394,16,31567.66467561724,SUV,Liability,3,35057.74084963481,0,0,31,1
64,Student,PLZ_07,551,0,76391.45287051605,Luxury,Comprehensive,3,4377.571145698272,0,0,37,0
57,Self-employed,PLZ_02,728,27,44001.26843268114,Compact,Comprehensive,0,2371.02524379978,1,1,10,0
54,Self-employed,PLZ_03,558,8,35584.105906479344,Mid-range,Liability,4,17507.581039847813,1,1,41,0
70,Student,PLZ_04,586,12,32719.37718231946,Sports car,Liability,1,6815.4576714001205,1,0,34,0
43,Employed,PLZ_05,815,29,31763.712633171708,Compact,Partial coverage,0,21017.96394719849,1,1,24,0
44,Unemployed,PLZ_04,604,15,72827.99175929964,Sports car,Comprehensive,0,11154.859922621934,0,0,29,0
45,Unemployed,PLZ_07,623,14,62424.05926161407,Mid-range,Partial coverage,1,5192.462214149273,0,0,15,0
60,Student,PLZ_05,584,12,15822.82104835602,SUV,Liability,0,12699.023184048374,0,0,31,1
68,Self-employed,PLZ_05,542,23,26197.858035892907,Compact,Partial coverage,1,11455.630700034268,1,0,29,0
42,Unemployed,PLZ_02,610,23,67984.5021182081,Mid-range,Liability,3,11552.182964859066,0,0,13,0
30,Employed,PLZ_01,572,0,60274.122602625896,Sports car,Liability,0,1543.8063418147922,1,1,2,0
52,Unemployed,PLZ_01,577,21,9191.147818012556,Mid-range,Partial coverage,0,11477.44827238359,1,1,45,1
37,Student,PLZ_08,648,27,33232.14012944832,Sports car,Liability,1,5894.024061885665,1,1,3,0
28,Student,PLZ_01,418,19,39765.51154191403,Sports car,Partial coverage,1,6798.149201476947,0,1,21,1
27,Self-employed,PLZ_09,393,7,68735.00079764299,Compact,Comprehensive,3,6180.9440469766705,0,0,26,0
60,Self-employed,PLZ_02,753,11,68373.196502316,Mid-range,Partial coverage,0,7483.631724285926,1,1,31,0
60,Self-employed,PLZ_08,416,23,12930.0597078707,Compact,Comprehensive,3,20069.387121102474,0,0,48,0
59,Employed,PLZ_02,647,15,47266.1919989622,Mid-range,Comprehensive,2,4835.189123643249,1,1,16,0
56,Employed,PLZ_08,652,28,75508.509945215,Sports car,Liability,0,4601.218409281011,1,1,19,0
65,Unemployed,PLZ_09,539,16,7065.092349113948,SUV,Partial coverage,2,6892.856169129214,0,1,52,0
23,Self-employed,PLZ_08,606,26,29325.279628301163,Luxury,Partial coverage,3,5062.397878575348,1,0,21,1
58,Employed,PLZ_06,600,13,27651.238872491052,SUV,Liability,0,15828.0556854785,1,0,28,0
50,Student,PLZ_07,623,3,14547.54248245894,Compact,Comprehensive,2,5590.063841010583,0,1,39,0
56,Employed,PLZ_04,505,13,78321.58457757748,Mid-range,Comprehensive,0,9394.192138355795,1,0,46,1
43,Unemployed,PLZ_04,633,5,56927.88865492016,Compact,Comprehensive,2,4334.739015540384,1,1,19,0
30,Self-employed,PLZ_03,626,28,55038.829804673,SUV,Liability,3,15772.551951574344,0,0,14,0
47,Unemployed,PLZ_10,492,16,4869.9306004262735,Luxury,Comprehensive,1,5162.669963922142,0,1,28,1
70,Self-employed,PLZ_09,639,16,31349.650576199645,Luxury,Partial coverage,3,3855.6902032103285,0,1,54,0
67,Student,PLZ_05,652,24,50123.48729019663,SUV,Partial coverage,0,13978.80020815314,0,1,6,0
42,Student,PLZ_08,678,10,39430.162906151905,SUV,Comprehensive,1,6066.930623467765,1,1,27,0
31,Self-employed,PLZ_03,630,15,58267.22473983966,Mid-range,Partial coverage,2,4437.649249819713,0,1,18,0
29,Unemployed,PLZ_04,656,19,66366.64942355335,Mid-range,Liability,0,11614.663881491962,1,1,14,0
67,Employed,PLZ_03,613,27,61153.30599387928,Mid-range,Comprehensive,1,5406.636027538958,0,1,44,0
38,Self-employed,PLZ_09,753,9,75554.91078716319,Compact,Partial coverage,2,7863.757464682247,0,1,22,0
41,Student,PLZ_01,584,7,44733.26867181084,Compact,Partial coverage,0,3204.2313818630882,0,0,56,0
75,Self-employed,PLZ_10,712,16,68398.74337400627,SUV,Liability,2,1785.2091835070134,1,0,26,0
18,Employed,PLZ_09,460,3,78687.08058658258,Compact,Liability,1,12551.57228502597,0,0,43,0
76,Employed,PLZ_08,810,8,41348.42021317823,SUV,Liability,0,28513.152724620788,1,1,14,0
45,Unemployed,PLZ_01,650,0,2151.4064224612653,Sports car,Partial coverage,2,9396.491962898366,1,0,31,1
28,Student,PLZ_10,560,0,26792.687879426136,Luxury,Comprehensive,3,3933.166460302468,0,0,18,1
49,Employed,PLZ_10,621,24,43472.02326599527,Compact,Comprehensive,1,1212.0905140804514,0,0,6,0
34,Employed,PLZ_04,646,11,54756.17394593232,Compact,Partial coverage,2,9103.524202154293,1,0,42,0
62,Unemployed,PLZ_10,613,25,47778.20824246426,SUV,Comprehensive,0,7301.847190878421,1,1,23,0
33,Unemployed,PLZ_01,334,5,52185.88487836613,Sports car,Partial coverage,5,51714.44134195789,0,1,23,1
21,Student,PLZ_02,606,14,58085.88629427269,Sports car,Comprehensive,2,11567.725830755897,1,1,35,0
49,Unemployed,PLZ_10,754,28,40230.285039391325,SUV,Partial coverage,2,6212.433744566863,1,0,16,0
31,Self-employed,PLZ_02,777,27,66415.56824954078,Sports car,Partial coverage,1,16619.467316254846,1,0,12,0
49,Self-employed,PLZ_05,540,18,53589.93838641417,Sports car,Partial coverage,0,11541.055207204838,0,1,29,1
35,Student,PLZ_03,639,18,62292.50796344893,Compact,Partial coverage,2,4683.88682755803,1,0,29,0
46,Self-employed,PLZ_08,696,21,53219.40564283608,Sports car,Partial coverage,1,19601.40366076138,1,1,24,0
53,Employed,PLZ_02,586,18,9534.086877483158,Compact,Liability,1,9955.643235171308,0,0,26,1
52,Employed,PLZ_10,722,18,13247.59618374717,Compact,Comprehensive,0,19820.271394801897,0,0,17,1
44,Unemployed,PLZ_05,482,4,14415.083425443981,Mid-range,Liability,3,35040.77462940458,0,0,29,1
63,Unemployed,PLZ_06,735,25,4856.265875766656,Luxury,Comprehensive,0,8255.682631410622,1,0,25,1
28,Student,PLZ_10,622,2,18279.61582985567,Compact,Partial coverage,2,12937.1626092579,0,0,27,1
47,Self-employed,PLZ_05,668,24,45242.697183327604,Compact,Partial coverage,0,3096.591229941478,0,1,51,0
18,Student,PLZ_01,638,17,5730.765743373596,SUV,Comprehensive,1,5449.534006088691,1,0,10,1
53,Self-employed,PLZ_07,792,5,23399.769766438916,Luxury,Comprehensive,4,3393.2316298654587,0,1,51,0
41,Employed,PLZ_06,601,8,50227.04049923543,Mid-range,Comprehensive,2,1299.739466751573,0,1,30,0
36,Self-employed,PLZ_10,636,9,16792.47568789059,Sports car,Comprehensive,0,1166.3132485142337,0,1,21,0
48,Unemployed,PLZ_04,452,6,16608.247967688796,Compact,Partial coverage,3,8734.93239093763,1,0,33,0
62,Student,PLZ_10,529,6,66337.50847988231,Luxury,Partial coverage,3,7111.993036142775,1,1,20,0
38,Self-employed,PLZ_07,556,6,44390.69922607616,Luxury,Partial coverage,3,7211.119292631267,1,0,50,0
38,Unemployed,PLZ_10,548,14,25773.718467431598,Luxury,Partial coverage,3,10911.913788694912,0,1,21,0
57,Self-employed,PLZ_07,635,18,44355.014609200756,Compact,Liability,1,6997.82117991886,1,1,21,0
33,Student,PLZ_10,620,22,34820.73604987222,Sports car,Partial coverage,0,22876.41757206997,0,1,38,1
39,Unemployed,PLZ_09,593,12,76122.35960119772,Luxury,Comprehensive,0,5538.923349999793,0,0,25,0
65,Student,PLZ_01,390,15,16908.256887626154,Luxury,Liability,3,9588.56068658887,0,1,29,1
61,Unemployed,PLZ_06,716,23,53481.1520061871,Luxury,Comprehensive,0,9342.274906265266,1,0,5,0
21,Unemployed,PLZ_06,562,18,73132.64550804596,SUV,Liability,3,14106.642733252716,0,1,9,0
22,Employed,PLZ_06,588,14,58006.429881050586,Mid-range,Liability,1,6018.3381177271485,0,0,4,0
53,Student,PLZ_08,720,11,31597.86479537213,Sports car,Comprehensive,2,30906.358807989807,0,1,4,1
56,Student,PLZ_09,727,3,59964.01649716858,SUV,Liability,2,23529.04042058223,1,0,52,1
23,Employed,PLZ_04,642,14,19353.59359815439,Sports car,Partial coverage,2,5122.246723393656,0,1,25,1
50,Employed,PLZ_06,397,18,57641.95936870862,SUV,Liability,2,6338.458100227856,0,0,47,0
71,Unemployed,PLZ_01,578,14,63133.585933610644,Luxury,Partial coverage,2,5796.714467236689,1,1,19,0
73,Student,PLZ_05,603,6,30697.569366973592,Mid-range,Liability,4,18796.71288886769,0,1,15,0
46,Self-employed,PLZ_02,550,6,44845.11566803416,Compact,Comprehensive,3,37832.013249856616,0,0,51,1
51,Student,PLZ_09,620,5,45593.22693986306,Sports car,Liability,5,6160.905618910313,1,0,27,0
23,Student,PLZ_06,655,14,44928.01012551443,Sports car,Liability,0,18162.99793565068,1,1,21,0
80,Employed,PLZ_10,578,5,16826.43333223748,Mid-range,Liability,1,6709.905798152759,1,0,33,0
43,Student,PLZ_08,795,14,50880.357044592776,SUV,Liability,2,12086.830861923221,1,1,21,0
33,Self-employed,PLZ_07,576,14,33096.71945105676,Sports car,Liability,1,17783.422364993083,0,1,35,0
42,Employed,PLZ_06,457,4,11541.521603397134,Mid-range,Liability,2,3525.4916111191033,1,0,14,1
76,Self-employed,PLZ_08,797,12,5385.88620363195,Luxury,Comprehensive,1,12808.16423505745,1,1,51,1
80,Student,PLZ_03,446,8,66055.08007648175,Compact,Partial coverage,3,8782.180754646555,1,1,30,0
61,Student,PLZ_10,371,13,60970.650739639554,Mid-range,Comprehensive,1,9162.225853799311,1,0,14,0
57,Self-employed,PLZ_01,590,2,74580.72246260711,Compact,Comprehensive,2,4266.292157098435,0,1,50,1
53,Unemployed,PLZ_07,721,15,38759.07021011945,Mid-range,Partial coverage,1,15214.504073682974,1,0,18,0
34,Employed,PLZ_10,638,5,49478.18652598831,Sports car,Comprehensive,0,8051.738603947907,0,0,26,0
73,Unemployed,PLZ_05,488,15,6013.969861098624,Mid-range,Partial coverage,0,9985.95305771994,1,0,34,1
34,Unemployed,PLZ_02,525,5,24780.10172193607,Compact,Liability,2,12832.754063702403,0,0,32,0
80,Self-employed,PLZ_04,742,19,60349.93648599587,Mid-range,Liability,0,233.80092155755793,1,0,1,0
69,Student,PLZ_10,547,17,22809.614795264606,Luxury,Partial coverage,2,16495.090107029187,0,0,30,0
59,Self-employed,PLZ_10,747,10,9867.429043149945,SUV,Partial coverage,1,4933.127074178378,0,1,15,0
79,Self-employed,PLZ_02,522,13,5904.817315883293,SUV,Liability,2,17943.559206203812,0,0,25,1
74,Unemployed,PLZ_02,528,17,36809.39773280315,Sports car,Partial coverage,4,4950.031541483923,0,0,21,1
51,Employed,PLZ_05,772,12,70110.61180365962,Luxury,Comprehensive,1,23989.617937088267,1,1,27,0
34,Unemployed,PLZ_07,591,22,30178.787806309527,Luxury,Partial coverage,2,21957.227144988243,0,0,51,0
20,Employed,PLZ_10,702,11,53691.246511472134,SUV,Comprehensive,1,7517.117546767395,1,0,39,0
77,Unemployed,PLZ_06,580,2,35038.5948049819,Mid-range,Comprehensive,2,13783.036589107529,1,0,55,0
46,Student,PLZ_01,682,13,63109.69450182401,Sports car,Liability,0,19877.965548622986,1,1,9,0
70,Student,PLZ_01,680,18,64460.63699338503,Mid-range,Liability,2,5747.135554431881,0,1,14,0
33,Unemployed,PLZ_10,595,19,75780.51493313829,SUV,Comprehensive,4,8008.86571564732,1,0,37,0
70,Unemployed,PLZ_01,535,18,27698.256681349747,Mid-range,Liability,3,29629.169418099555,1,1,30,0
47,Unemployed,PLZ_03,562,21,38226.913686015374,Luxury,Liability,0,8290.891065921764,1,1,4,0
34,Employed,PLZ_01,727,25,52013.66842877512,Sports car,Comprehensive,0,6474.657181548348,1,0,8,0
44,Self-employed,PLZ_10,692,0,40569.6251629925,SUV,Comprehensive,2,9491.79383625172,0,0,49,1
37,Unemployed,PLZ_04,574,13,7631.0049606281045,SUV,Partial coverage,1,15137.988457046611,0,0,23,0
62,Self-employed,PLZ_05,585,19,52057.358086028085,Compact,Liability,1,7557.872142400724,0,1,38,0
63,Employed,PLZ_01,619,28,9692.495604278785,Compact,Comprehensive,0,17699.857009951396,1,1,1,1
56,Self-employed,PLZ_05,577,1,67415.62427931941,SUV,Partial coverage,4,5863.1188210712035,1,0,32,0
51,Self-employed,PLZ_03,538,12,7547.15284814487,Mid-range,Liability,2,10888.80711694123,1,0,19,1
50,Student,PLZ_01,572,21,62723.67061878295,Compact,Liability,0,3467.422344297651,1,1,23,0
55,Student,PLZ_04,767,30,12933.06194884838,SUV,Liability,0,18980.66544897749,1,1,0,0
76,Student,PLZ_05,474,25,59517.84493088626,Luxury,Liability,2,6910.3465432621215,0,1,37,1
52,Unemployed,PLZ_01,626,9,2822.2132089731526,Compact,Comprehensive,1,21081.234392980576,0,1,28,1
21,Unemployed,PLZ_02,597,6,9823.079513197927,Compact,Partial coverage,1,5154.408388466896,0,1,24,0
35,Student,PLZ_06,455,15,2612.400459085928,Sports car,Partial coverage,3,2473.742044299121,0,1,50,1
48,Unemployed,PLZ_02,391,30,15409.861932312346,Compact,Comprehensive,3,6021.241028317341,0,1,24,0
69,Self-employed,PLZ_02,417,16,1027.894051920712,Luxury,Comprehensive,5,26463.063881357582,0,1,27,1
72,Student,PLZ_08,601,15,7825.536016530618,Mid-range,Liability,0,19132.902734426836,0,0,0,1
36,Self-employed,PLZ_08,479,30,2978.866051956389,Compact,Partial coverage,1,5452.968587264298,1,0,13,1
80,Unemployed,PLZ_10,664,26,35316.79805181277,Luxury,Comprehensive,0,7610.837756804155,1,1,17,0
50,Self-employed,PLZ_04,499,10,13418.69072130627,Sports car,Comprehensive,4,3688.5251009617364,1,0,28,1
69,Student,PLZ_03,598,29,23693.077273396946,Compact,Partial coverage,2,23035.09298807538,0,1,33,0
29,Employed,PLZ_02,586,6,21770.65417449159,Compact,Partial coverage,3,14872.1123467936,1,1,25,0
18,Unemployed,PLZ_08,514,10,66644.65971905267,Mid-range,Partial coverage,1,20278.237934635745,0,1,20,0
25,Self-employed,PLZ_02,605,17,13901.467965248174,Compact,Liability,4,35906.303448160885,1,1,51,1
18,Employed,PLZ_08,421,12,40419.9723315567,Mid-range,Partial coverage,2,7246.373340437418,1,0,44,0
70,Student,PLZ_01,359,6,6463.0924890471315,Luxury,Partial coverage,2,32744.101643622776,1,1,55,1
54,Employed,PLZ_05,607,16,33437.25248285948,Sports car,Partial coverage,2,3355.759656218061,0,0,0,0
40,Student,PLZ_09,725,26,64526.79454928136,Mid-range,Comprehensive,0,6721.755156669755,1,1,39,0
55,Student,PLZ_06,671,0,41799.68466959295,Compact,Partial coverage,2,16460.884680344152,0,1,26,0
56,Employed,PLZ_07,809,20,21430.632150077206,Mid-range,Partial coverage,2,2353.588307844761,0,0,19,0
51,Employed,PLZ_01,473,7,33210.66918687316,Mid-range,Liability,1,16690.664689225705,0,1,45,1
69,Employed,PLZ_08,604,10,44911.865918935226,Compact,Comprehensive,0,10895.726970501028,1,0,24,0
48,Unemployed,PLZ_06,530,11,72486.6655372762,SUV,Partial coverage,2,5035.283411448587,0,1,17,0
39,Employed,PLZ_01,502,0,67192.92163346382,SUV,Partial coverage,0,477.7905351100377,0,0,22,0
58,Student,PLZ_01,579,6,76928.86237455985,Sports car,Liability,3,8651.046385862663,0,0,39,0
62,Self-employed,PLZ_06,531,24,15117.444490302478,SUV,Liability,2,14579.489447675658,0,0,33,1
54,Student,PLZ_09,761,23,16659.22561364024,Mid-range,Partial coverage,2,8265.353149999735,1,0,33,0
74,Self-employed,PLZ_10,353,6,8923.187497977804,Luxury,Partial coverage,2,20429.368858087182,0,0,28,1
47,Employed,PLZ_09,700,8,41169.018124202135,Sports car,Liability,0,10305.142135339416,1,0,9,0
36,Employed,PLZ_03,497,20,15277.763010444465,SUV,Liability,2,10162.962431097914,0,0,35,0
53,Unemployed,PLZ_10,478,21,55401.535056132554,Compact,Partial coverage,0,14645.788116566759,1,0,12,0
48,Employed,PLZ_03,751,28,76546.70842405106,SUV,Partial coverage,1,5796.368132256526,0,0,10,0
55,Self-employed,PLZ_01,503,6,45865.06143534239,Mid-range,Liability,2,4853.87032234174,1,0,20,0
42,Unemployed,PLZ_08,611,13,57683.35997512891,Luxury,Comprehensive,0,4302.0248175152665,1,0,21,0
39,Self-employed,PLZ_08,469,23,16805.26977078467,SUV,Liability,3,7205.106121438748,0,0,23,0
80,Employed,PLZ_03,836,10,65490.04108053718,Luxury,Partial coverage,0,8291.560272210383,0,1,11,0
40,Student,PLZ_07,496,15,68654.16805825586,Compact,Partial coverage,2,27758.640442180178,0,0,28,1
32,Student,PLZ_08,538,0,70883.72582562212,Mid-range,Comprehensive,3,3189.387749934638,0,1,39,1
63,Student,PLZ_06,528,9,69385.59033625033,Mid-range,Liability,3,9082.009220781232,0,1,45,0
32,Employed,PLZ_03,607,18,25605.823926870016,Compact,Liability,1,12090.076894852466,0,1,39,0
40,Self-employed,PLZ_04,552,15,42702.6148120408,SUV,Partial coverage,1,21042.811870502348,1,1,25,0
61,Unemployed,PLZ_07,614,20,25433.512957890467,Mid-range,Liability,3,14266.980843930534,0,0,5,0
56,Unemployed,PLZ_07,551,0,70394.01246465174,Luxury,Comprehensive,4,7689.565793811614,0,0,60,0
71,Unemployed,PLZ_03,555,12,72763.93611596477,Compact,Comprehensive,0,1947.3927688471076,0,1,16,0
43,Student,PLZ_06,771,22,54265.111816343866,Sports car,Liability,2,2795.3774862015134,1,0,17,0
55,Unemployed,PLZ_05,678,17,18378.060868591423,Sports car,Comprehensive,3,2308.2061705116444,1,1,34,0
46,Student,PLZ_08,708,19,9915.669272940311,SUV,Liability,1,6030.081949342344,1,1,21,0
45,Unemployed,PLZ_09,663,25,72450.05347822166,Luxury,Partial coverage,1,20459.50003096152,0,1,5,0
75,Student,PLZ_01,387,9,29141.884640936783,Compact,Partial coverage,0,28267.338407386807,1,1,15,0
44,Unemployed,PLZ_04,671,13,52321.927870774954,SUV,Partial coverage,3,9499.268429106929,1,1,42,0
54,Employed,PLZ_08,565,28,65539.82056472806,SUV,Liability,3,11414.76734316842,0,0,0,0
51,Unemployed,PLZ_01,560,23,53823.99089817532,Compact,Partial coverage,2,6431.388106438331,1,1,27,0
29,Self-employed,PLZ_05,353,15,79105.00914712214,SUV,Partial coverage,3,22462.167539312777,1,1,21,0
61,Employed,PLZ_04,617,11,46371.67347085565,SUV,Partial coverage,2,6901.985141312313,0,1,42,0
59,Self-employed,PLZ_10,466,23,45259.10738493876,Mid-range,Liability,1,24112.044929283787,1,1,36,0
21,Unemployed,PLZ_02,623,18,49693.98017195344,Sports car,Comprehensive,2,9791.11806418502,0,1,21,0
51,Unemployed,PLZ_08,659,2,43150.020476923506,Luxury,Liability,1,26276.945138209525,1,1,30,0
32,Employed,PLZ_07,476,16,62391.407298553226,Sports car,Liability,3,4403.750835122689,0,0,27,0
65,Unemployed,PLZ_05,714,8,75089.37823901665,Compact,Partial coverage,2,9477.652684806873,1,1,0,0
30,Student,PLZ_07,553,22,72531.72098453944,Sports car,Comprehensive,1,10997.200567585372,0,0,17,1
49,Employed,PLZ_08,719,7,40033.6154566783,Sports car,Comprehensive,2,15467.672687207234,0,1,12,0
62,Employed,PLZ_07,556,30,74263.76861212184,Sports car,Comprehensive,1,7298.322307663389,1,1,11,0
47,Unemployed,PLZ_07,663,10,12419.125899764726,Mid-range,Comprehensive,3,8826.533439076653,0,1,0,1
58,Employed,PLZ_08,652,4,44887.30048037615,Sports car,Liability,0,7563.532878771498,1,0,10,0
24,Student,PLZ_07,612,7,41177.70119543488,Sports car,Partial coverage,3,26325.44443708424,0,1,12,1
75,Employed,PLZ_02,568,13,17695.95611842235,Sports car,Comprehensive,1,3924.296813805018,1,1,24,0
50,Student,PLZ_08,375,9,78665.23838570091,Compact,Partial coverage,3,8867.306439789854,0,0,46,0
72,Self-employed,PLZ_08,589,26,76721.72958611118,Luxury,Partial coverage,0,17352.887462306786,1,1,6,0
58,Student,PLZ_07,653,11,1141.9324201753652,Sports car,Comprehensive,4,11073.630999305586,0,1,31,1
50,Student,PLZ_09,615,0,43480.386629248256,Mid-range,Comprehensive,2,4582.6550364542945,0,0,17,0
33,Student,PLZ_08,481,8,13028.472198680556,Compact,Liability,0,9506.216022053011,1,1,43,1
38,Student,PLZ_03,451,30,27834.751177505495,SUV,Liability,1,15190.384207077199,0,1,26,1
71,Self-employed,PLZ_03,700,14,27215.870443523,SUV,Liability,3,2364.1253027616444,0,1,23,0
68,Unemployed,PLZ_10,627,20,28199.151857255416,Mid-range,Comprehensive,2,6917.7282172362075,1,0,18,0
40,Self-employed,PLZ_03,471,12,46437.12005383406,Compact,Partial coverage,2,13161.988781248161,0,0,3,1
18,Unemployed,PLZ_10,425,8,41643.85758137462,SUV,Partial coverage,1,10613.649907987856,0,0,32,1
34,Unemployed,PLZ_08,394,2,37674.23037861616,Luxury,Comprehensive,5,12467.535667834807,0,1,45,1
39,Employed,PLZ_10,343,11,42248.54821778467,Compact,Partial coverage,3,26005.85927004041,1,1,32,1
42,Student,PLZ_08,541,8,48257.720858356,Sports car,Comprehensive,1,17152.4656493417,1,0,34,0
57,Employed,PLZ_07,838,27,20926.547778636752,Luxury,Partial coverage,0,10560.794767297693,0,1,7,0
58,Unemployed,PLZ_06,379,6,65408.48414761163,Luxury,Liability,3,1497.3871304482334,1,0,56,0
62,Self-employed,PLZ_02,550,5,44631.98395311372,Luxury,Liability,1,3655.482555712766,1,0,8,0
56,Student,PLZ_04,729,20,21825.73006561125,Mid-range,Partial coverage,0,7062.466809569134,1,0,46,0
24,Unemployed,PLZ_04,693,22,14567.537422681611,Mid-range,Partial coverage,0,3580.3423849744013,1,1,21,0
45,Student,PLZ_03,589,15,61493.84793626271,SUV,Liability,1,29652.523542876355,1,0,19,0
80,Student,PLZ_02,775,23,42549.28373134944,SUV,Comprehensive,0,4871.359073860675,1,1,1,0
54,Student,PLZ_09,471,0,15605.462547756086,SUV,Liability,3,4469.3888598475805,1,0,22,0
57,Unemployed,PLZ_06,602,25,67231.1667118531,Mid-range,Liability,0,1944.0455861936107,1,1,31,0
47,Employed,PLZ_09,528,14,56367.989817211674,Compact,Comprehensive,2,12759.758162279111,0,1,44,0
56,Employed,PLZ_03,709,11,26854.06232644685,Sports car,Liability,2,14049.371598744701,0,0,33,0
20,Student,PLZ_08,609,20,22933.34796236689,Sports car,Liability,0,21010.592688863937,1,1,25,1
46,Employed,PLZ_05,584,13,18400.96179695663,Compact,Liability,0,15461.167222098438,0,0,22,1
54,Self-employed,PLZ_01,567,30,6643.787148068122,Mid-range,Comprehensive,0,17228.882469783734,1,0,26,1
66,Unemployed,PLZ_10,594,5,75598.32946702937,Sports car,Partial coverage,3,11284.169355620019,0,1,35,1
